09/12/2024 06:00:46 PM logger_begeekmyfriend___yasea INFO <<<<<<<<<<<<<<<<<< Logger setup anew <<<<<<<<<<<<<<<<<<< (utils.py:39) (begeekmyfriend___yasea)
09/12/2024 06:00:46 PM logger_begeekmyfriend___yasea INFO Analyzing repos/repos_400_c_round_two/begeekmyfriend___yasea (install_repos.py:285) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassNode.tryFindPossibleMethod(ClassNode.java:1280) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.StaticImportVisitor.transformMethodCallExpression(StaticImportVisitor.java:252) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.StaticImportVisitor.transform(StaticImportVisitor.java:113) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassCodeExpressionTransformer.visitExpressionStatement(ClassCodeExpressionTransformer.java:142) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.stmt.ExpressionStatement.visit(ExpressionStatement.java:40) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassCodeVisitorSupport.visitClassCodeContainer(ClassCodeVisitorSupport.java:110) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassCodeVisitorSupport.visitConstructorOrMethod(ClassCodeVisitorSupport.java:121) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassCodeExpressionTransformer.visitConstructorOrMethod(ClassCodeExpressionTransformer.java:53) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.StaticImportVisitor.visitConstructorOrMethod(StaticImportVisitor.java:89) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassCodeVisitorSupport.visitConstructor(ClassCodeVisitorSupport.java:128) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassNode.visitContents(ClassNode.java:1099) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.ast.ClassCodeVisitorSupport.visitClass(ClassCodeVisitorSupport.java:54) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.StaticImportVisitor.visitClass(StaticImportVisitor.java:83) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.CompilationUnit$14.call(CompilationUnit.java:708) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.CompilationUnit.applyToPrimaryClassNodes(CompilationUnit.java:1084) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.CompilationUnit.doPhaseOperation(CompilationUnit.java:640) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.CompilationUnit.processPhaseOperations(CompilationUnit.java:618) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:595) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovy.lang.GroovyClassLoader.doParseClass(GroovyClassLoader.java:401) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovy.lang.GroovyClassLoader.access$300(GroovyClassLoader.java:89) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovy.lang.GroovyClassLoader$5.provide(GroovyClassLoader.java:341) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovy.lang.GroovyClassLoader$5.provide(GroovyClassLoader.java:338) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.codehaus.groovy.runtime.memoize.ConcurrentCommonCache.getAndPut(ConcurrentCommonCache.java:147) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at groovy.lang.GroovyClassLoader.parseClass(GroovyClassLoader.java:336) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.DefaultScriptCompilationHandler.compileScript(DefaultScriptCompilationHandler.java:141) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.DefaultScriptCompilationHandler.compileToDir(DefaultScriptCompilationHandler.java:97) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.BuildOperationBackedScriptCompilationHandler$2.run(BuildOperationBackedScriptCompilationHandler.java:54) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:395) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:387) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:157) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:150) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:84) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.run(DelegatingBuildOperationExecutor.java:31) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.BuildOperationBackedScriptCompilationHandler.compileToDir(BuildOperationBackedScriptCompilationHandler.java:51) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.FileCacheBackedScriptClassCompiler$CompileToCrossBuildCacheAction.execute(FileCacheBackedScriptClassCompiler.java:190) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.FileCacheBackedScriptClassCompiler$CompileToCrossBuildCacheAction.execute(FileCacheBackedScriptClassCompiler.java:170) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.FileCacheBackedScriptClassCompiler$ProgressReportingInitializer.execute(FileCacheBackedScriptClassCompiler.java:215) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.FileCacheBackedScriptClassCompiler$ProgressReportingInitializer.execute(FileCacheBackedScriptClassCompiler.java:194) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultPersistentDirectoryCache$Initializer.initialize(DefaultPersistentDirectoryCache.java:100) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.FixedSharedModeCrossProcessCacheAccess$1.run(FixedSharedModeCrossProcessCacheAccess.java:86) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultFileLockManager$DefaultFileLock.doWriteAction(DefaultFileLockManager.java:215) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultFileLockManager$DefaultFileLock.writeFile(DefaultFileLockManager.java:205) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.FixedSharedModeCrossProcessCacheAccess.open(FixedSharedModeCrossProcessCacheAccess.java:83) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultCacheAccess.open(DefaultCacheAccess.java:139) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultPersistentDirectoryStore.open(DefaultPersistentDirectoryStore.java:78) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultPersistentDirectoryStore.open(DefaultPersistentDirectoryStore.java:42) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultCacheFactory.doOpen(DefaultCacheFactory.java:95) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultCacheFactory.open(DefaultCacheFactory.java:68) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.cache.internal.DefaultCacheRepository$PersistentCacheBuilder.open(DefaultCacheRepository.java:126) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.FileCacheBackedScriptClassCompiler.compile(FileCacheBackedScriptClassCompiler.java:111) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.CrossBuildInMemoryCachingScriptClassCache.getOrCompile(CrossBuildInMemoryCachingScriptClassCache.java:50) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.internal.BuildScopeInMemoryCachingScriptClassCompiler.compile(BuildScopeInMemoryCachingScriptClassCompiler.java:50) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.groovy.scripts.DefaultScriptCompilerFactory$ScriptCompilerImpl.compile(DefaultScriptCompilerFactory.java:49) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.configuration.DefaultScriptPluginFactory$ScriptPluginImpl.apply(DefaultScriptPluginFactory.java:125) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.configuration.BuildOperationScriptPlugin$1$1.run(BuildOperationScriptPlugin.java:69) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:395) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:387) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:157) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:150) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:84) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.run(DelegatingBuildOperationExecutor.java:31) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.configuration.BuildOperationScriptPlugin$1.execute(BuildOperationScriptPlugin.java:66) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.configuration.BuildOperationScriptPlugin$1.execute(BuildOperationScriptPlugin.java:63) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.configuration.internal.DefaultUserCodeApplicationContext.apply(DefaultUserCodeApplicationContext.java:49) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.configuration.BuildOperationScriptPlugin.apply(BuildOperationScriptPlugin.java:63) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.ScriptEvaluatingSettingsProcessor.applySettingsScript(ScriptEvaluatingSettingsProcessor.java:74) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.ScriptEvaluatingSettingsProcessor.process(ScriptEvaluatingSettingsProcessor.java:67) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.SettingsEvaluatedCallbackFiringSettingsProcessor.process(SettingsEvaluatedCallbackFiringSettingsProcessor.java:34) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.RootBuildCacheControllerSettingsProcessor.process(RootBuildCacheControllerSettingsProcessor.java:36) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.BuildOperationSettingsProcessor$2.call(BuildOperationSettingsProcessor.java:50) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.BuildOperationSettingsProcessor$2.call(BuildOperationSettingsProcessor.java:47) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:409) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:399) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:157) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:150) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.call(DefaultBuildOperationExecutor.java:94) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.call(DelegatingBuildOperationExecutor.java:36) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.BuildOperationSettingsProcessor.process(BuildOperationSettingsProcessor.java:47) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultSettingsLoader.findSettingsAndLoadIfAppropriate(DefaultSettingsLoader.java:120) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultSettingsLoader.findAndLoadSettings(DefaultSettingsLoader.java:58) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.SettingsAttachingSettingsLoader.findAndLoadSettings(SettingsAttachingSettingsLoader.java:35) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.composite.CommandLineIncludedBuildSettingsLoader.findAndLoadSettings(CommandLineIncludedBuildSettingsLoader.java:34) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.composite.ChildBuildRegisteringSettingsLoader.findAndLoadSettings(ChildBuildRegisteringSettingsLoader.java:52) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.composite.CompositeBuildSettingsLoader.findAndLoadSettings(CompositeBuildSettingsLoader.java:35) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultSettingsPreparer.prepareSettings(DefaultSettingsPreparer.java:36) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.BuildOperatingFiringSettingsPreparer$LoadBuild.doLoadBuild(BuildOperatingFiringSettingsPreparer.java:59) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.BuildOperatingFiringSettingsPreparer$LoadBuild.run(BuildOperatingFiringSettingsPreparer.java:54) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:395) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:387) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:157) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:150) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:84) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.run(DelegatingBuildOperationExecutor.java:31) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.BuildOperatingFiringSettingsPreparer.prepareSettings(BuildOperatingFiringSettingsPreparer.java:42) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.prepareSettings(DefaultGradleLauncher.java:210) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.doClassicBuildStages(DefaultGradleLauncher.java:151) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.doBuildStages(DefaultGradleLauncher.java:140) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.initialization.DefaultGradleLauncher.executeTasks(DefaultGradleLauncher.java:120) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController$1.create(GradleBuildController.java:74) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController$1.create(GradleBuildController.java:67) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.work.DefaultWorkerLeaseService.withLocks(DefaultWorkerLeaseService.java:180) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.work.StopShieldingWorkerLeaseService.withLocks(StopShieldingWorkerLeaseService.java:40) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController.doBuild(GradleBuildController.java:67) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.invocation.GradleBuildController.run(GradleBuildController.java:56) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.ExecuteBuildActionRunner.run(ExecuteBuildActionRunner.java:31) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.ChainingBuildActionRunner.run(ChainingBuildActionRunner.java:35) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.BuildOutcomeReportingBuildActionRunner.run(BuildOutcomeReportingBuildActionRunner.java:63) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.tooling.internal.provider.ValidatingBuildActionRunner.run(ValidatingBuildActionRunner.java:32) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.BuildCompletionNotifyingBuildActionRunner.run(BuildCompletionNotifyingBuildActionRunner.java:39) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner$3.call(RunAsBuildOperationBuildActionRunner.java:51) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner$3.call(RunAsBuildOperationBuildActionRunner.java:45) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:409) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:399) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:157) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:242) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:150) (install_repos.py:38) (begeekmyfriend___yasea)
09/12/2024 06:00:50 PM logger_begeekmyfriend___yasea DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.call(DefaultBuildOperationExecutor.java:94) (install_repos.py:38) (begeekmyfriend___yasea)
